match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_interceptionWon,stat_aerialLost,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,captain,stat_punches,stat_bigChanceCreated,stat_goals,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
12765055,away,SK Rapid Wien,Nenad Cvetković,,,nenad-cvetkovic,N. Cvetković,D,55,194.0,154,M,878471,EUR,820886400,D,55,55,False,107.0,104.0,7.0,4.0,0.0,71.0,72.0,33.0,35.0,2.0,5.0,,,90.0,120.0,7.4,4.0,0.0123386,0,,,,2.0,4.0,,,,2.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,
12765055,away,SK Rapid Wien,Serge-Philippe Raux-Yao,,,serge-philippe-raux-yao,S. Raux-Yao,D,6,196.0,187,M,989887,EUR,928022400,D,6,6,False,106.0,103.0,4.0,4.0,0.0,74.0,77.0,29.0,29.0,2.0,5.0,,,90.0,111.0,7.3,4.0,0.0168344,0,,,1.0,1.0,2.0,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
12765055,away,SK Rapid Wien,Jonas Antonius Auer,,,jonas-antonius-auer,J. A. Auer,D,23,182.0,189,M,978405,EUR,965433600,D,23,23,False,76.0,68.0,6.0,5.0,0.0,41.0,45.0,28.0,37.0,1.0,6.0,,,90.0,116.0,8.4,14.0,0.432979,1,,6.0,1.0,4.0,12.0,,,,,6.0,5.0,1.0,,1.0,0.0813,3.0,4.0,,1.0,5.0,5.0,,1.0,0.1884,1.0,,,,,,,,
12765055,away,SK Rapid Wien,Mamadou Sangare,Mamadou Sangare,,mamadou-sangare,M. Sangare,M,8,181.0,4848,M,1064697,EUR,1025049600,M,17,17,False,84.0,75.0,5.0,4.0,0.0,34.0,37.0,41.0,47.0,,8.0,,,90.0,96.0,7.6,11.0,0.0977475,1,,,,1.0,6.0,,1.0,,1.0,5.0,3.0,1.0,,,0.0559,,1.0,,,2.0,1.0,,,,,,,,,,,,
12765055,away,SK Rapid Wien,Lukas Grgić,,,lukas-grgic,L. Grgić,M,8,183.0,183,M,576080,EUR,808617600,M,8,8,False,76.0,72.0,2.0,2.0,1.0,36.0,38.0,36.0,38.0,,7.0,,,82.0,90.0,8.1,7.0,0.299462,0,,,,2.0,7.0,1.0,,,,4.0,3.0,1.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,
12765055,away,SK Rapid Wien,Louis Schaub,,,louis-schaub,L. Schaub,M,21,177.0,185,M,138146,EUR,788659200,M,21,21,False,50.0,48.0,2.0,2.0,0.0,16.0,17.0,32.0,34.0,,6.0,,,90.0,69.0,7.4,10.0,0.103133,1,,1.0,,5.0,5.0,2.0,1.0,,,3.0,3.0,1.0,,,0.2143,,,,3.0,5.0,2.0,,,,,,,1.0,,,1.0,1.0,
12765055,away,SK Rapid Wien,Matthias Seidl,,,matthias-seidl,M. Seidl,M,18,175.0,248,M,1006268,EUR,980294400,M,18,18,False,53.0,43.0,2.0,2.0,0.0,17.0,20.0,26.0,34.0,,8.0,,,60.0,71.0,7.2,17.0,0.0672503,1,,1.0,,8.0,5.0,3.0,,,,3.0,2.0,3.0,2.0,2.0,0.1172,2.0,1.0,1.0,,,,,1.0,0.1297,,True,,,,,,,
12765055,away,SK Rapid Wien,Dion Drena Beljo,,,dion-drena-beljo,D. D. Beljo,F,9,195.0,3451,M,995773,EUR,1014940800,F,7,7,False,9.0,6.0,,,0.0,2.0,2.0,4.0,7.0,,1.0,,,59.0,13.0,6.5,4.0,0.00656788,3,,,1.0,1.0,1.0,,,,,,,,,1.0,0.5872,,,,,,,1.0,2.0,0.2138,,,,,,,2.0,,1.0
12765055,away,SK Rapid Wien,Guido Burgstaller,,,guido-burgstaller,G. Burgstaller,F,,187.0,452,M,23486,EUR,609811200,F,9,9,False,36.0,29.0,,,0.0,9.0,9.0,20.0,28.0,1.0,3.0,,,82.0,47.0,8.8,11.0,0.273982,3,,1.0,,2.0,1.0,,1.0,,,1.0,1.0,2.0,,,0.658,,,1.0,1.0,1.0,,,2.0,1.2123,,,,1.0,2.0,,,,2.0
12765055,away,SK Rapid Wien,Benjamin Böckle,,,bockle-benjamin,B. Böckle,D,20,182.0,72,M,962272,EUR,1024272000,D,3,3,True,37.0,29.0,3.0,2.0,0.0,21.0,22.0,8.0,17.0,1.0,2.0,,,51.0,46.0,6.8,11.0,0.0051339,1,,2.0,2.0,3.0,4.0,,1.0,,,1.0,1.0,,,,0.1035,2.0,,,,2.0,1.0,,,,,,,,,,,,
12765055,away,SK Rapid Wien,Noah Bischof,Noah Bischof,,noah-bischof,N. Bischof,F,77,180.0,69,M,1049103,EUR,1039219200,F,27,27,True,5.0,3.0,,,0.0,,,3.0,5.0,,1.0,,,31.0,11.0,6.4,3.0,0.122786,1,,,,1.0,2.0,1.0,1.0,,,1.0,,,,,0.1199,,,,,1.0,1.0,,,,,,,,,,1.0,,
12765055,away,SK Rapid Wien,Dennis Kaygın,,,kaygin-dennis,D. Kaygın,M,10,186.0,105,M,1410129,EUR,1080864000,M,24,24,True,12.0,11.0,1.0,1.0,0.0,4.0,4.0,7.0,8.0,,3.0,,,30.0,16.0,6.8,5.0,0.0740256,0,,,,2.0,,,,,,,,1.0,,,,,,,2.0,2.0,,,,,,,,1.0,,,,,
12765055,away,SK Rapid Wien,Thierry Gale,,,thierry-gale,T. Gale,F,11,168.0,261,M,1049397,EUR,1020211200,F,19,19,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,8.0,4.0,6.2,2.0,2.84e-06,1,,,,2.0,,1.0,,,,,,,,,0.0428,,,,,1.0,,1.0,,,,,,,,,,,
12765055,away,SK Rapid Wien,Nikolaus Wurmbrand,Nikolaus Wurmbrand,,nikolaus-wurmbrand,N. Wurmbrand,F,15,173.0,323,M,1897251,EUR,1136419200,F,48,48,True,,,,,0.0,,,1.0,1.0,,1.0,,,8.0,3.0,6.7,2.0,0.0979604,0,,1.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,
12765055,away,SK Rapid Wien,Laurenz Orgler,,,orgler-laurenz,L. Orgler,G,50,186.0,70,M,1102786,EUR,1097625600,G,50,50,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765055,away,SK Rapid Wien,Paul Gartler,,,paul-gartler,P. Gartler,G,25,185.0,68,M,355478,EUR,857952000,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765055,away,SK Rapid Wien,Maximilian Hofmann,Maximilian,Hofmann,maximilian-hofmann,M. Hofmann,D,28,183.0,59,M,190823,EUR,744681600,D,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765055,away,SK Rapid Wien,Jakob Schöller,Jakob Schöller,,jakob-scholler,J. Schöller,D,4,194.0,79,M,1149220,EUR,1134086400,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765055,away,SK Rapid Wien,Roman Kerschbaum,,,roman-kerschbaum,R. Kerschbaum,M,,181.0,38,M,245699,EUR,758937600,M,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765055,away,SK Rapid Wien,Christoph Lang,,,lang-christoph,C. Lang,M,27,178.0,102,M,1104216,EUR,1010361600,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
