match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_ownGoals,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_wonContest,stat_accurateCross,stat_challengeLost,captain,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
14035870,home,KV Mechelen,Ortwin De Wolf,,,de-wolf-ortwin,O. D. Wolf,G,1,190,160,M,877292,EUR,830217600,G,1,1,False,33.0,28.0,11.0,6.0,0.0,26.0,27.0,2.0,6.0,14.0,1.0,1.0,1.0,2.0,1.0,3.0,90.0,49.0,6.2,7.0,0.00229403,0.3947,0,-1.5491,0.1,0.0,-1.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035870,home,KV Mechelen,Redouane Halhal,Redouane Halal,,redouane-halhal,R. Halhal,D,2,187,649,M,1143667,EUR,1046822400,D,2,2,False,73.0,68.0,6.0,5.0,1.0,49.0,51.0,19.0,22.0,2.0,1.0,1.0,,,,,90.0,94.0,6.5,8.0,0.259587,,0,,0.52,0.21,-1.0,,1.0,2.0,3.0,4.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14035870,home,KV Mechelen,Mory Konate,,,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,D,8,8,False,68.0,68.0,4.0,4.0,1.0,59.0,59.0,9.0,9.0,1.0,,,1.0,,,,90.0,84.0,7.5,1.0,0.150805,,0,,0.28,0.15,-0.09,,,1.0,3.0,1.0,6.0,,,7.0,,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
14035870,home,KV Mechelen,Gora Diouf,Gora Diouf,,diouf-gora,G. Diouf,D,4,185,134,M,1407164,EUR,1064016000,D,4,4,False,47.0,43.0,3.0,2.0,0.0,30.0,31.0,13.0,16.0,,,,1.0,,,,45.0,61.0,7.3,5.0,0.00272235,,0,,0.06,0.09,0.31,,,,2.0,,3.0,1.0,,8.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
14035870,home,KV Mechelen,Thérence Koudou,,,koudou-therence,T. Koudou,D,7,178,221,M,1392080,EUR,1102896000,M,7,7,False,58.0,47.0,5.0,2.0,0.0,26.0,29.0,21.0,29.0,5.0,,,2.0,,,,90.0,83.0,7.3,17.0,0.211251,,0,,0.52,0.17,-0.06,,5.0,1.0,2.0,4.0,6.0,1.0,,6.0,2.0,1.0,,2.0,,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,,
14035870,home,KV Mechelen,Rob Schoofs,,,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,23.0,17.0,6.0,,0.0,12.0,12.0,5.0,11.0,3.0,,,1.0,,,,81.0,36.0,7.4,10.0,0.119789,,3,,0.21,0.08,0.19,,1.0,,,7.0,2.0,,1.0,3.0,,,3.0,1.0,,,2.0,,1.0,1.0,True,3.0,2.0,1.0,1.0,0.2461,0.6947,0.48,,,,,,
14035870,home,KV Mechelen,Fredrik Hammar,,,fredrik-hammar,F. Hammar,M,6,181,204,M,946959,EUR,983145600,M,6,6,False,53.0,44.0,5.0,1.0,0.0,27.0,28.0,17.0,25.0,9.0,,,,,,,90.0,73.0,6.8,11.0,0.0141577,,1,,0.22,0.24,0.15,,1.0,1.0,2.0,7.0,7.0,1.0,,7.0,3.0,2.0,2.0,2.0,,2.0,1.0,1.0,,4.0,,,1.0,,,0.1745,,-0.45,,,,,,
14035870,home,KV Mechelen,Moncef Zekri,Moncef Zekri,,moncef-zekri,M. Zekri,D,23,171,1104,M,1931586,EUR,1221868800,M,23,23,False,33.0,25.0,4.0,1.0,0.0,17.0,18.0,8.0,15.0,3.0,,,2.0,,,,81.0,60.0,6.5,15.0,0.00944035,,1,,0.06,0.14,0.13,,,2.0,,8.0,6.0,4.0,,1.0,3.0,3.0,2.0,,,,1.0,2.0,,1.0,,1.0,,1.0,,0.0477,0.0752,-0.03,,,,,,
14035870,home,KV Mechelen,Bilal Bafdili,,,bafdili-bilal,B. Bafdili,M,11,180,191,M,1445119,EUR,1091491200,F,11,11,False,35.0,31.0,2.0,1.0,1.0,10.0,11.0,21.0,24.0,6.0,,,2.0,,,,90.0,55.0,8.1,13.0,0.55521,,2,,0.69,0.12,0.2,,7.0,1.0,1.0,4.0,4.0,2.0,2.0,,2.0,1.0,,4.0,,1.0,,1.0,3.0,,,2.0,,2.0,,0.2053,0.3188,0.15,1.0,,,,,
14035870,home,KV Mechelen,Kerim Mrabti,,,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,F,19,19,False,18.0,11.0,2.0,1.0,0.0,4.0,7.0,7.0,11.0,2.0,,,1.0,,,,76.0,30.0,6.8,9.0,0.0165555,,0,,-0.09,0.28,0.16,,1.0,2.0,3.0,4.0,5.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
