match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_accurateLongBalls,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_fouls,stat_wasFouled,stat_totalContest,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,captain,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,player_sofascoreId,stat_goalAssist,stat_goals
11067395,home,Internacional,Keiller,keiller,Keiller,G,18,193,462,M,840082,EUR,846547200,G,1,1,False,18.0,10.0,8.0,10.0,12.0,6.0,1.0,1.0,4.0,7.0,2.0,2.0,3.0,3.0,90.0,31.0,6.6,9.0,0.0,0.0,3.253e-05,0,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067395,home,Internacional,Fabricio Bustos,fabricio-bustos,F. Bustos,D,16,167,800,M,850023,EUR,830649600,D,16,16,False,33.0,23.0,3.0,12.0,18.0,17.0,,1.0,1.0,3.0,,,,,59.0,44.0,7.2,12.0,0.0,0.0,0.337631,0,,13.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11067395,home,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,44.0,42.0,2.0,25.0,25.0,19.0,2.0,2.0,7.0,5.0,,,,,90.0,55.0,7.0,2.0,0.0,0.0,0.376085,0,,17.0,,,2.0,2.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11067395,home,Internacional,Rodrigo Moledo,rodrigo-moledo,R. Moledo,D,4,188,216,M,72080,EUR,562291200,D,4,4,False,42.0,41.0,1.0,27.0,27.0,15.0,1.0,1.0,5.0,1.0,,,,,90.0,50.0,6.8,1.0,0.0298,0.2969,0.00606844,1,,14.0,,,1.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11067395,home,Internacional,Renê,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,33.0,27.0,7.0,17.0,19.0,15.0,,1.0,1.0,3.0,,,,,45.0,53.0,6.7,11.0,0.0,0.0,0.0123152,0,,10.0,1.0,,2.0,4.0,,,,1.0,,,5.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
11067395,home,Internacional,Gabriel Baralhas,gabriel-baralhas,G. Baralhas,M,44,178,849,M,922575,EUR,907977600,M,33,33,False,39.0,33.0,6.0,15.0,17.0,22.0,1.0,5.0,2.0,5.0,,,,,80.0,48.0,6.8,6.0,0.0,0.0,0.00672681,0,,18.0,,,1.0,3.0,,,,3.0,2.0,,2.0,,,1.0,,,,3.0,1.0,,,,,,,,,,,
11067395,home,Internacional,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177,495,M,311394,EUR,700272000,M,14,14,False,54.0,48.0,6.0,21.0,23.0,36.0,1.0,4.0,3.0,6.0,,,,,90.0,75.0,6.6,15.0,0.0233,0.0,0.205002,1,,28.0,5.0,1.0,1.0,8.0,1.0,,,3.0,1.0,1.0,5.0,3.0,,1.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,
11067395,home,Internacional,Pedro Henrique,pedro-henrique,P. Henrique,M,7,179,1742,M,219190,EUR,645580800,M,28,28,False,19.0,13.0,1.0,3.0,4.0,17.0,1.0,3.0,1.0,3.0,,,,,90.0,43.0,6.4,13.0,0.5331,0.2493,0.0399548,3,,11.0,2.0,1.0,2.0,6.0,,,,1.0,,1.0,,1.0,1.0,,,,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,
11067395,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,40.0,36.0,,11.0,11.0,31.0,1.0,13.0,,3.0,,,,,90.0,61.0,7.1,10.0,0.0,0.0,0.157291,0,,26.0,2.0,1.0,2.0,7.0,5.0,,,4.0,1.0,1.0,,,,,,,,,4.0,4.0,,,,True,4.0,,,,,
11067395,home,Internacional,Wanderson,wanderson,Wanderson,M,94,175,1923,M,247483,EUR,781401600,M,11,11,False,19.0,19.0,1.0,8.0,8.0,13.0,,4.0,1.0,2.0,,,,,74.0,34.0,6.9,3.0,0.0413,0.0,0.302905,1,,12.0,2.0,1.0,,2.0,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,3.0,,,,,2.0,1.0,,,,
