match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_outfielderBlock,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_ownGoals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,captain,stat_hitWoodwork,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId
12448251,home,RKC Waalwijk,Jeroen Houwen,jeroen-houwen,J. Houwen,G,188,36,M,339367,EUR,824601600,G,1,1,False,30.0,23.0,15.0,8.0,0.0,19.0,23.0,4.0,7.0,2.0,1.0,2.0,1.0,3.0,12.0,4.0,7.0,3.0,90.0,47.0,7.4,7.0,0.00136118,0,-0.5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448251,home,RKC Waalwijk,Liam van Gelderen,liam-van-gelderen,L. v. Gelderen,D,178,172,M,910049,EUR,985305600,D,4,4,False,35.0,30.0,5.0,3.0,0.0,26.0,29.0,4.0,6.0,1.0,1.0,3.0,9.0,7.0,4.0,,,,90.0,58.0,6.9,9.0,0.00152639,0,,4,1.0,2.0,7.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12448251,home,RKC Waalwijk,Roshon van Eijma,roshon-van-eijma,R. v. Eijma,D,186,59,M,925930,EUR,897350400,D,17,17,False,33.0,30.0,4.0,2.0,0.0,23.0,24.0,7.0,9.0,1.0,1.0,2.0,3.0,7.0,3.0,,,,81.0,47.0,6.6,4.0,0.00409989,0,,3,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12448251,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,188,65,M,783468,EUR,810864000,D,3,3,False,24.0,17.0,9.0,4.0,0.0,12.0,13.0,5.0,11.0,,,1.0,,4.0,,,,,38.0,29.0,6.4,8.0,0.00273451,0,,33,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448251,home,RKC Waalwijk,Luuk Wouters,luuk-wouters,L. Wouters,D,190,33,M,1048222,EUR,928800000,D,34,34,False,30.0,27.0,5.0,4.0,0.0,23.0,25.0,4.0,7.0,,1.0,3.0,7.0,7.0,5.0,,,,90.0,55.0,6.8,8.0,0.00079152,0,,15,3.0,1.0,4.0,3.0,1.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,
12448251,home,RKC Waalwijk,Godfried Roemeratoe,godfried-roemeratoe,G. Roemeratoe,M,178,106,M,825849,EUR,935020800,M,24,24,False,20.0,16.0,2.0,,0.0,10.0,11.0,6.0,9.0,,,2.0,2.0,2.0,3.0,,,,81.0,26.0,6.4,4.0,0.00765775,0,,6,,2.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
12448251,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,195,495,M,1010846,EUR,978480000,M,6,6,False,22.0,14.0,3.0,,0.0,9.0,13.0,5.0,9.0,,2.0,5.0,8.0,4.0,3.0,,,,90.0,44.0,7.3,11.0,0.00757554,3,,5,1.0,2.0,5.0,4.0,,,2.0,3.0,,,,,,1.0,2.0,1.0,1.0,1.0,0.4569,1.0375,,,,,,,,,
12448251,home,RKC Waalwijk,Silvester van der Water,silvester-van-der-water,S. v. d. Water,M,184,93,M,807145,EUR,844041600,M,18,18,False,9.0,5.0,4.0,,0.0,3.0,3.0,2.0,7.0,1.0,,5.0,,3.0,3.0,,,,61.0,21.0,6.2,9.0,0.0065059,0,,,2.0,2.0,,,1.0,,,1.0,,Silvester,van der Water,1.0,1.0,,,,,,,,,,,,,,,,
12448251,home,RKC Waalwijk,Tim van de Loo,tim-van-de-loo,T. v. d. Loo,M,180,36,M,1174460,EUR,1045872000,M,22,22,False,10.0,8.0,1.0,1.0,0.0,5.0,6.0,3.0,4.0,,,4.0,3.0,1.0,3.0,,,,61.0,22.0,6.4,6.0,0.00274084,0,,22,2.0,,3.0,2.0,1.0,,,1.0,1.0,Tim van de Loo,,,1.0,,,,,,,,,,,,,,,,
12448251,home,RKC Waalwijk,Richonell Margaret,richonell-margaret,R. Margaret,F,191,393,M,973716,EUR,968284800,M,19,19,False,22.0,19.0,,,1.0,10.0,11.0,9.0,13.0,,,10.0,4.0,,6.0,,,,90.0,50.0,7.1,22.0,0.162427,2,,18,7.0,,1.0,,7.0,1.0,1.0,4.0,,,,2.0,,2.0,,1.0,,,0.0606,,1.0,1.0,2.0,,,,,,
