match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,stat_interceptionWon,stat_totalOffside,stat_errorLeadToAGoal,player_firstName,stat_expectedGoalsOnTarget,stat_lastManTackle,player_lastName,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_goals
13473399,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,True,30.0,23.0,11.0,4.0,0.0,21.0,22.0,2.0,8.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,90.0,37.0,6.7,7.0,0.00182509,0,-0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473399,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,,44.0,39.0,,,0.0,11.0,12.0,28.0,32.0,,5.0,5.0,5.0,,,,90.0,66.0,7.4,8.0,0.0734784,1,,3.0,1.0,1.0,7.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0156,1.0,,,,,,,,,,,,,,,,,
13473399,home,Vasco da Gama,João Victor,joao-victor,J. Victor,D,38,187,1769,M,,982998,EUR,900633600,D,38,38,False,,46.0,42.0,5.0,2.0,0.0,25.0,25.0,17.0,21.0,3.0,4.0,4.0,2.0,,,,90.0,59.0,7.2,4.0,0.00773237,1,,,,,6.0,,,,,,1.0,4.0,4.0,1.0,0.0582,,1.0,1.0,2.0,,,,,,,,,,,,,,
13473399,home,Vasco da Gama,Lucas Freitas,lucas-freitas,L. Freitas,D,43,184,1198,M,,1069729,EUR,979948800,D,43,43,False,,19.0,19.0,2.0,2.0,0.0,14.0,14.0,5.0,5.0,,1.0,4.0,1.0,,,,42.0,26.0,6.9,1.0,0.00089495,1,,,,1.0,1.0,,,,,,,,,1.0,0.1138,,,,,1.0,1.0,,,,,,,,,,,,
13473399,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,,37.0,30.0,4.0,2.0,0.0,18.0,20.0,12.0,17.0,,3.0,2.0,2.0,,,,90.0,61.0,6.9,20.0,0.0154019,0,,8.0,,,2.0,1.0,,,,,,2.0,2.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,
13473399,home,Vasco da Gama,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,,840398,EUR,715132800,M,3,3,False,,23.0,19.0,1.0,1.0,0.0,6.0,7.0,13.0,16.0,1.0,1.0,,1.0,,,,67.0,29.0,6.7,7.0,0.033613,0,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,
13473399,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,False,,36.0,35.0,2.0,2.0,0.0,26.0,27.0,9.0,9.0,,5.0,4.0,3.0,,,,90.0,52.0,6.4,3.0,0.00667212,0,,,,,5.0,2.0,1.0,,,,,5.0,2.0,1.0,,,,,,,,1.0,2.0,,1.0,,,,,,,,
13473399,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,False,,42.0,40.0,3.0,3.0,0.0,19.0,20.0,21.0,22.0,,5.0,5.0,5.0,,,,83.0,59.0,7.1,5.0,0.0261571,1,,,,2.0,6.0,3.0,1.0,,,1.0,1.0,3.0,2.0,1.0,0.0431,,,,1.0,,2.0,,1.0,,,Matheus Carvalho,,,,,,,
13473399,home,Vasco da Gama,Loide Augusto,loide-augusto,L. Augusto,M,50,183,1033,M,,1110708,EUR,951523200,M,45,45,False,,12.0,10.0,,,0.0,1.0,1.0,9.0,11.0,,,1.0,,,,,42.0,18.0,6.8,4.0,0.0282796,1,,2.0,,,1.0,,,,,,,,,,0.1573,1.0,1.0,1.0,1.0,,,,1.0,,,Loide Augusto,0.3117,,,,,,
13473399,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,F,77,77,False,,10.0,5.0,,,0.0,2.0,3.0,3.0,7.0,5.0,8.0,3.0,1.0,,,,90.0,23.0,7.0,8.0,0.0345217,3,,,,4.0,5.0,,2.0,,,,,,,,0.1365,2.0,,2.0,1.0,1.0,,1.0,,,,Rayan,0.0429,,,,,,
