match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_interceptionWon,stat_totalCross,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,stat_dispossessed,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_bigChanceMissed,stat_accurateCross,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock
12117188,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,30.0,19.0,21.0,10.0,0.0,11.0,12.0,8.0,18.0,9.0,2.0,3.0,90.0,40.0,7.4,11.0,0.00383964,0,0.4711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,28.0,22.0,6.0,2.0,0.0,15.0,18.0,7.0,10.0,7.0,,,90.0,53.0,7.2,13.0,0.328625,1,,6.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,0.1679,1.0,,,,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Maicon,maicon,Maicon,D,3,191,836,M,,44691,EUR,590198400,D,4,4,False,23.0,21.0,4.0,2.0,0.0,18.0,18.0,3.0,5.0,1.0,,,60.0,31.0,6.8,3.0,0.00428557,0,,,1.0,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Léo,leo,Léo,D,3,183,707,M,,360940,EUR,826070400,D,3,3,False,40.0,34.0,9.0,4.0,1.0,28.0,31.0,6.0,9.0,2.0,,,90.0,45.0,7.3,6.0,0.00192224,0,,1.0,,,,,,1.0,,,,,1.0,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Victor Luis,victor-luis,V. Luis,D,12,180,1056,M,,252781,EUR,740793600,D,12,12,False,26.0,23.0,3.0,1.0,0.0,10.0,10.0,13.0,20.0,3.0,,,78.0,46.0,7.5,9.0,0.00759593,1,,4.0,5.0,1.0,1.0,1.0,,3.0,2.0,1.0,,1.0,2.0,0.349,,1.0,,,4.0,1.0,1.0,1.0,0.5011,,,,,,,,,,,
12117188,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,False,23.0,20.0,1.0,,0.0,11.0,12.0,9.0,12.0,3.0,,,89.0,31.0,6.6,4.0,0.00784696,0,,10.0,3.0,3.0,,,,,3.0,1.0,,,7.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,False,56.0,53.0,7.0,5.0,0.0,30.0,30.0,23.0,27.0,6.0,,,90.0,65.0,7.0,5.0,0.0138581,0,,6.0,6.0,1.0,1.0,1.0,,,3.0,2.0,,1.0,2.0,,,1.0,,,1.0,2.0,,,,Matheus Carvalho,1.0,,,,,,,,,
12117188,home,Vasco da Gama,Adson,adson,Adson,M,28,171,2153,M,,1105970,EUR,970790400,M,28,28,False,47.0,41.0,,,0.0,17.0,19.0,24.0,30.0,3.0,,,90.0,61.0,7.1,13.0,0.0435186,0,,2.0,6.0,,4.0,3.0,,1.0,2.0,1.0,2.0,1.0,,,,,,,2.0,,,,,Adson,1.0,,,,,,,,,
12117188,home,Vasco da Gama,Dimitri Payet,dimitri-payet,D. Payet,M,,175,8203,M,payet27,14216,EUR,543974400,M,10,10,False,44.0,37.0,3.0,2.0,0.0,13.0,14.0,24.0,35.0,,,,78.0,56.0,6.8,17.0,0.0595641,1,,3.0,1.0,,,,1.0,,,,3.0,1.0,2.0,0.0154,,,,,5.0,,,,,,1.0,,,,,,,,,
12117188,home,Vasco da Gama,David,david,David,M,7,179,2160,M,,840291,EUR,813888000,M,7,7,False,27.0,22.0,1.0,,0.0,5.0,6.0,17.0,21.0,5.0,,,90.0,40.0,6.6,10.0,0.0399051,2,,8.0,5.0,1.0,2.0,1.0,,,1.0,1.0,3.0,2.0,4.0,0.0736,,1.0,,,,1.0,,,,,1.0,,2.0,1.0,,,,,,
12117188,home,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187,16902,M,pablovegetti,583974,EUR,592876800,F,99,99,False,11.0,7.0,,,0.0,1.0,2.0,6.0,9.0,2.0,,,77.0,24.0,7.1,7.0,0.00588475,3,,11.0,6.0,1.0,,,1.0,3.0,1.0,,2.0,1.0,1.0,0.7076,1.0,5.0,,,,8.0,2.0,1.0,1.2628,,1.0,,,1.0,True,1.0,,,,
12117188,home,Vasco da Gama,João Victor,joao-victor,J. Victor,D,38,187,1769,M,,982998,EUR,900633600,D,38,38,True,17.0,16.0,3.0,3.0,0.0,15.0,15.0,2.0,3.0,2.0,,,30.0,24.0,7.1,1.0,0.139944,0,,2.0,2.0,2.0,1.0,1.0,,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,
12117188,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,F,77,77,True,10.0,9.0,,,0.0,3.0,3.0,6.0,7.0,1.0,,,13.0,18.0,6.8,5.0,0.0183799,0,,4.0,4.0,,1.0,1.0,,,,,2.0,2.0,,,1.0,1.0,,,,2.0,,,,Rayan,2.0,,,,,,,,,
12117188,home,Vasco da Gama,Emerson Rodríguez,emerson-rodriguez,E. Rodríguez,M,10,174,618,M,,1082956,EUR,967161600,M,17,17,True,7.0,6.0,,,0.0,3.0,3.0,3.0,4.0,1.0,,,12.0,13.0,6.6,2.0,0.00119137,0,,3.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,Emerson Rodríguez,,,,,,,,,,
12117188,home,Vasco da Gama,Leandrinho,leandrinho,Leandrinho,M,12,170,995,M,,1589416,EUR,1111017600,M,66,66,True,17.0,17.0,3.0,3.0,0.0,12.0,12.0,5.0,6.0,,,,12.0,22.0,6.7,2.0,0.0034338,0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,Leandro Viana,,da Silva Gama,,,,,,,,
12117188,home,Vasco da Gama,Souza,souza,Souza,M,5,188,541,M,,119035,EUR,603158400,M,5,5,True,10.0,9.0,,,0.0,7.0,8.0,2.0,2.0,,,,1.0,11.0,,1.0,0.00025849,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Keiller,keiller,Keiller,G,18,193,462,M,,840082,EUR,846547200,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Robert Rojas,robert-rojas,R. Rojas,D,3,176,537,M,,874964,EUR,830822400,D,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,,877591,EUR,858297600,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,JP,joao-pedro,JP,M,98,182,1248,M,,1641124,EUR,1113868800,M,98,98,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,JP,,,,,,,,,,
12117188,home,Vasco da Gama,Juan Sforza,juan-sforza,J. Sforza,M,13,179,1614,M,,1003013,EUR,1013644800,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Erick Marcus,erick-marcus,Erick Marcus,M,77,172,690,M,,1403439,EUR,1078099200,F,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117188,home,Vasco da Gama,Gabriel Souza,gabriel-souza-gb,G. Souza,F,21,190,1416,M,,1444693,EUR,1104883200,F,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117188,away,Fluminense,Fábio,fabio,Fábio,G,1,188,4344,M,,17785,EUR,339120000,G,1,1,False,17.0,10.0,7.0,,0.0,10.0,14.0,,3.0,7.0,2.0,1.0,90.0,29.0,6.6,8.0,4.358e-05,0,-0.2361,,2.0,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,True,,,1.0,1.0,
12117188,away,Fluminense,Samuel Xavier,xavier-samuel,S. Xavier,D,2,166,1621,M,,795773,EUR,644630400,D,2,2,False,65.0,61.0,5.0,2.0,0.0,30.0,30.0,31.0,36.0,6.0,,,90.0,78.0,6.4,7.0,0.0140806,1,,6.0,2.0,,,,1.0,1.0,,,,2.0,3.0,0.0611,,,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,
12117188,away,Fluminense,Ignácio,ignacio,Ignácio,D,4,192,1704,M,,958382,EUR,849398400,D,4,4,False,61.0,53.0,5.0,2.0,0.0,40.0,48.0,13.0,13.0,1.0,,,90.0,75.0,7.2,8.0,0.00744164,0,,3.0,10.0,,1.0,1.0,,2.0,3.0,1.0,,2.0,1.0,,,5.0,,,,3.0,,,,,,,,,,,,,,1.0
12117188,away,Fluminense,Thiago Santos,thiago-santos,T. Santos,D,29,181,954,M,,378590,EUR,620956800,D,29,29,False,67.0,60.0,4.0,1.0,0.0,49.0,50.0,11.0,17.0,5.0,,,90.0,72.0,6.4,9.0,0.00393282,0,,5.0,6.0,1.0,,,,1.0,,,2.0,1.0,1.0,,,5.0,,,,3.0,,,,,,,,,,,,,,1.0
12117188,away,Fluminense,Diogo Barbosa,diogo-barbosa,D. Barbosa,D,16,180,555,M,,243107,EUR,714009600,D,6,6,False,34.0,31.0,3.0,2.0,0.0,17.0,17.0,15.0,19.0,4.0,,,70.0,49.0,6.4,10.0,0.0485976,0,,4.0,4.0,1.0,,,,1.0,2.0,1.0,4.0,2.0,2.0,,1.0,,,,2.0,,,,,,2.0,,,,,,1.0,,,
12117188,away,Fluminense,André,andre,André,M,7,176,9120,M,Andre7,1035996,EUR,995241600,M,7,7,False,75.0,73.0,4.0,3.0,0.0,40.0,40.0,33.0,35.0,10.0,,,90.0,92.0,7.2,7.0,0.028716,0,,4.0,8.0,,3.0,2.0,,,3.0,3.0,2.0,2.0,1.0,,,1.0,,,,,,,,André,2.0,,,,,,,,,
12117188,away,Fluminense,Alexsander,alexsander,Alexsander,M,5,178,1981,M,,1185617,EUR,1065571200,M,5,5,False,47.0,43.0,,,0.0,25.0,27.0,18.0,21.0,4.0,,,80.0,59.0,6.7,6.0,0.0197249,2,,4.0,4.0,2.0,2.0,2.0,1.0,1.0,,,1.0,2.0,2.0,0.0265,,,,,1.0,,1.0,,0.0917,Alexsander,,,,,,,,,,
